0.317,1.000
0.223,1.000
0.317,1.000
0.090,0.000
0.177,0.000
0.235,1.000
0.399,0.000
0.199,1.000
0.432,1.000
0.227,1.000
0.134,1.000
0.116,1.000
0.346,1.000
0.241,0.000
0.201,0.000
0.216,1.000
0.028,0.000
0.936,1.000
0.257,0.000
0.595,1.000
0.284,0.000
0.211,1.000
0.041,1.000
0.015,1.000
0.361,0.000
0.273,0.000
0.214,0.000
0.088,0.000
0.187,0.000
0.680,0.000
0.408,0.000
0.771,1.000
0.053,0.000
0.133,0.000
0.293,1.000
0.488,1.000
0.252,1.000
0.104,0.000
0.352,1.000
0.531,1.000
0.075,1.000
0.150,1.000
0.135,1.000
0.199,0.000
0.310,1.000
0.186,0.000
0.180,1.000
0.570,0.000
0.422,1.000
0.319,0.000
0.121,1.000
0.037,0.000
0.242,1.000
0.376,0.000
0.291,0.000
0.365,1.000
0.306,0.000
0.006,1.000
0.285,1.000
0.061,0.000
0.095,1.000
0.323,1.000
0.380,0.000
0.048,0.000
0.183,0.000
0.256,0.000
0.021,0.000
0.004,1.000
0.086,1.000
0.028,0.000
0.395,1.000
0.008,0.000
0.522,0.000
0.034,0.000
0.460,0.000
0.120,1.000
0.091,0.000
0.128,0.000
0.477,0.000
0.463,0.000
0.450,1.000
0.827,0.000
0.235,1.000
0.559,0.000
0.421,1.000
0.766,0.000
0.229,1.000
0.085,1.000
0.608,0.000
0.004,0.000
0.262,1.000
0.097,1.000
0.477,0.000
0.189,1.000
0.155,0.000
0.310,1.000
0.027,0.000
0.270,0.000
0.021,1.000
0.438,0.000
0.289,0.000
0.162,0.000
0.070,0.000
0.374,0.000
0.139,1.000
0.240,1.000
0.132,1.000
0.248,1.000
0.005,0.000
0.163,1.000
0.091,1.000
0.357,0.000
0.232,1.000
0.059,0.000
0.017,0.000
0.083,1.000
0.209,1.000
0.320,1.000
0.443,1.000
0.054,1.000
0.088,0.000
0.143,1.000
0.195,1.000
0.301,1.000
0.012,0.000
0.012,0.000
0.573,1.000
0.574,0.000
0.063,0.000
0.033,0.000
0.429,1.000
0.201,1.000
0.102,1.000
0.028,0.000
0.314,0.000
0.603,0.000
0.113,1.000
0.050,1.000
0.094,1.000
0.438,1.000
0.374,1.000
0.385,0.000
0.615,1.000
0.498,0.000
0.630,0.000
0.279,1.000
0.054,1.000
0.061,0.000
0.423,1.000
0.347,0.000
0.083,1.000
0.002,1.000
0.276,0.000
0.716,0.000
0.381,0.000
0.113,0.000
0.071,1.000
0.177,1.000
0.186,0.000
0.740,0.000
0.333,1.000
0.554,1.000
0.113,1.000
0.250,1.000
0.548,1.000
0.065,1.000
0.108,1.000
0.164,1.000
0.202,0.000
0.288,1.000
0.099,0.000
0.491,1.000
0.223,0.000
0.050,0.000
0.081,1.000
0.275,0.000
0.100,1.000
0.047,1.000
0.212,0.000
0.246,0.000
0.421,0.000
0.350,1.000
0.263,1.000
0.130,0.000
0.047,1.000
0.394,0.000
0.425,1.000
0.013,0.000
0.251,0.000
0.238,0.000
0.048,1.000
0.286,1.000
0.252,1.000
0.238,0.000
0.148,0.000
0.082,0.000
0.138,0.000
0.182,1.000
0.078,1.000
0.341,0.000
0.367,1.000
0.151,0.000
0.129,1.000
0.185,1.000
0.671,0.000
0.753,1.000
0.201,0.000
0.074,1.000
0.260,1.000
0.175,0.000
0.110,0.000
0.118,0.000
0.327,1.000
0.181,0.000
0.536,0.000
0.346,0.000
0.551,1.000
0.384,1.000
0.185,0.000
0.484,1.000
0.221,1.000
0.013,1.000
0.080,0.000
0.097,0.000
0.121,0.000
0.408,0.000
0.251,0.000
0.547,1.000
0.184,0.000
0.116,0.000
0.982,1.000
0.100,0.000
0.222,0.000
0.216,1.000
0.082,1.000
0.314,0.000
0.374,1.000
0.068,1.000
0.211,1.000
0.027,0.000
0.007,1.000
0.048,0.000
0.437,1.000
0.409,0.000
0.106,1.000
0.068,1.000
0.070,0.000
0.249,0.000
0.259,0.000
0.087,0.000
0.101,0.000
0.200,1.000
0.267,1.000
0.198,1.000
0.034,1.000
0.303,0.000
0.060,0.000
0.056,0.000
0.529,0.000
0.157,0.000
0.623,1.000
0.303,1.000
0.417,1.000
0.315,0.000
0.314,1.000
0.192,0.000
0.155,1.000
0.680,0.000
0.021,0.000
0.423,1.000
0.229,1.000
0.343,1.000
0.276,0.000
0.207,1.000
0.522,1.000
0.163,0.000
0.041,0.000
0.073,1.000
0.301,1.000
0.483,0.000
0.148,1.000
0.237,1.000
0.450,1.000
0.181,1.000
0.073,0.000
0.246,1.000
0.444,1.000
0.332,0.000
0.094,0.000
0.321,1.000
0.688,0.000
0.231,1.000
0.128,0.000
0.774,1.000
0.073,1.000
0.272,1.000
0.343,1.000
0.366,0.000
0.400,1.000
0.182,1.000
0.022,0.000
0.394,0.000
0.036,0.000
0.121,1.000
0.124,1.000
0.455,1.000
0.058,1.000
0.010,1.000
0.184,0.000
0.429,1.000
0.010,1.000
0.010,0.000
0.115,0.000
0.455,0.000
0.121,1.000
0.086,1.000
0.048,1.000
0.219,0.000
0.324,1.000
0.333,1.000
0.464,0.000
0.432,0.000
0.257,0.000
0.094,1.000
0.424,0.000
0.808,1.000
0.492,1.000
0.163,0.000
0.126,0.000
0.334,0.000
0.066,1.000
0.788,1.000
0.121,1.000
0.434,0.000
0.246,1.000
0.339,0.000
0.335,0.000
0.499,1.000
0.281,1.000
0.380,1.000
0.218,0.000
0.112,1.000
0.266,0.000
0.178,1.000
0.300,1.000
0.218,0.000
0.129,0.000
0.146,1.000
0.015,1.000
0.085,0.000
0.083,1.000
0.193,0.000
0.276,1.000
0.303,1.000
0.178,0.000
0.391,0.000
0.074,0.000
0.172,1.000
0.464,0.000
0.372,0.000
0.019,1.000
0.403,1.000
0.217,1.000
0.218,0.000
0.424,0.000
0.035,0.000
0.025,0.000
0.066,0.000
0.126,1.000
0.084,1.000
0.203,0.000
0.028,0.000
0.545,0.000
0.340,1.000
0.193,1.000
0.115,0.000
0.243,1.000
0.081,1.000
0.162,0.000
0.452,1.000
0.226,0.000
0.164,0.000
0.129,0.000
0.228,0.000
0.477,0.000
0.508,1.000
0.165,0.000
0.033,1.000
0.487,0.000
0.288,1.000
0.496,0.000
0.548,0.000
0.651,1.000
0.422,0.000
0.212,0.000
0.424,0.000
0.015,0.000
0.706,1.000
0.883,1.000
0.028,0.000
0.285,0.000
0.176,0.000
0.521,1.000
0.070,0.000
0.232,0.000
0.367,0.000
0.044,1.000
0.005,0.000
0.119,1.000
0.129,1.000
0.458,1.000
0.041,1.000
0.048,0.000
0.161,0.000
0.622,1.000
0.222,1.000
0.162,1.000
0.577,0.000
0.447,0.000
0.130,1.000
0.400,0.000
0.477,1.000
0.100,0.000
0.128,1.000
0.268,0.000
0.089,0.000
0.250,1.000
0.466,0.000
0.288,1.000
0.297,1.000
0.252,0.000
0.329,1.000
0.169,0.000
0.251,0.000
0.155,0.000
0.131,1.000
0.435,0.000
0.251,0.000
0.486,1.000
0.295,0.000
0.064,0.000
0.351,1.000
0.433,0.000
0.442,1.000
0.116,0.000
0.163,0.000
0.181,0.000
0.150,1.000
0.084,1.000
0.294,0.000
0.401,0.000
0.538,0.000
0.541,0.000
0.301,0.000
0.335,0.000
0.120,1.000
0.276,0.000
0.045,0.000
0.521,1.000
0.018,0.000
0.479,0.000
0.145,1.000
0.344,0.000
0.271,0.000
0.041,0.000
0.337,0.000
0.371,0.000
0.009,0.000
0.232,1.000
0.022,1.000
0.132,0.000
0.240,1.000
0.182,0.000
0.063,1.000
0.234,0.000
0.484,1.000
0.305,0.000
0.155,1.000
0.201,0.000
0.757,1.000
0.157,0.000
0.014,0.000
0.360,0.000
0.370,1.000
0.222,0.000
0.498,0.000
0.130,1.000
0.186,0.000
0.031,0.000
0.093,0.000
0.321,1.000
0.170,1.000
0.068,0.000
0.366,1.000
0.219,1.000
0.082,0.000
0.698,0.000
0.062,1.000
0.142,0.000
0.230,0.000
0.373,0.000
0.246,0.000
0.453,0.000
0.034,1.000
0.106,0.000
0.228,1.000
0.023,0.000
0.174,0.000
0.191,0.000
0.519,0.000
0.235,0.000
0.209,1.000
0.023,0.000
0.367,1.000
0.036,0.000
0.223,0.000
0.641,0.000
0.255,0.000
0.328,0.000
0.037,1.000
0.413,0.000
0.284,0.000
0.205,0.000
0.648,0.000
0.308,1.000
0.547,1.000
0.292,1.000
0.129,1.000
0.740,0.000
0.192,0.000
0.372,1.000
0.289,1.000
0.149,0.000
0.076,0.000
0.309,1.000
0.714,0.000
0.118,0.000
0.335,0.000
0.409,0.000
0.403,0.000
0.672,1.000
0.387,0.000
0.236,0.000
0.199,1.000
0.041,1.000
0.200,1.000
0.112,0.000
0.142,0.000
0.122,1.000
0.269,0.000
0.125,1.000
0.073,1.000
0.665,1.000
0.352,1.000
0.007,1.000
0.204,0.000
0.345,0.000
0.197,0.000
0.247,1.000
0.414,0.000
0.160,0.000
0.007,1.000
0.675,0.000
0.140,0.000
0.408,1.000
0.254,0.000
0.304,0.000
0.513,0.000
0.638,1.000
0.608,1.000
0.161,0.000
0.169,0.000
0.381,1.000
0.248,0.000
0.073,1.000
0.354,0.000
0.510,0.000
0.071,0.000
0.046,0.000
0.430,0.000
0.307,0.000
0.283,1.000
0.316,0.000
0.317,1.000
0.303,1.000
0.166,1.000
0.121,0.000
0.068,1.000
0.092,1.000
0.455,1.000
0.101,1.000
0.031,0.000
0.151,0.000
0.183,0.000
0.153,0.000
0.036,1.000
0.103,0.000
0.236,0.000
0.676,0.000
0.201,1.000
0.347,1.000
0.466,1.000
0.174,1.000
0.288,1.000
0.163,1.000
0.320,1.000
0.074,1.000
0.298,1.000
0.236,1.000
0.143,0.000
0.300,1.000
0.667,0.000
0.012,0.000
0.281,1.000
0.506,0.000
0.320,1.000
0.517,0.000
0.050,0.000
0.216,1.000
0.210,0.000
0.422,1.000
0.101,1.000
0.460,1.000
0.466,1.000
0.223,1.000
0.001,0.000
0.093,0.000
0.169,1.000
0.456,1.000
0.382,0.000
0.329,0.000
0.098,1.000
0.352,1.000
0.293,1.000
0.134,1.000
0.498,0.000
0.349,0.000
0.236,0.000
0.173,0.000
0.399,1.000
0.008,0.000
0.136,1.000
0.213,0.000
0.280,1.000
0.141,0.000
0.651,1.000
0.081,0.000
0.439,1.000
0.133,0.000
0.174,1.000
0.336,0.000
0.230,0.000
0.213,0.000
0.492,0.000
0.012,1.000
0.396,0.000
0.086,0.000
0.246,0.000
0.178,1.000
0.660,0.000
0.137,1.000
0.633,1.000
0.002,1.000
0.099,1.000
0.364,1.000
0.283,0.000
0.058,0.000
0.135,1.000
0.093,0.000
0.447,0.000
0.032,0.000
0.146,1.000
0.006,1.000
0.064,0.000
0.305,0.000
0.194,0.000
0.393,0.000
0.615,0.000
0.135,1.000
0.029,0.000
0.379,0.000
0.036,0.000
0.086,0.000
0.414,1.000
0.002,0.000
0.012,0.000
0.065,1.000
0.492,1.000
0.115,0.000
0.404,0.000
0.365,0.000
0.018,0.000
0.295,1.000
0.202,0.000
0.079,1.000
0.420,1.000
0.020,1.000
0.188,1.000
0.085,1.000
0.019,0.000
0.025,1.000
0.267,1.000
0.117,0.000
0.356,0.000
0.186,0.000
0.401,1.000
0.032,0.000
0.219,0.000
0.465,0.000
0.247,0.000
0.701,1.000
0.131,1.000
0.572,1.000
0.029,1.000
0.085,1.000
0.149,0.000
0.418,0.000
0.181,0.000
0.769,0.000
0.003,1.000
0.239,1.000
0.511,1.000
0.290,0.000
0.382,1.000
0.138,0.000
0.282,1.000
0.533,1.000
0.029,1.000
0.167,0.000
0.193,0.000
0.334,0.000
0.076,0.000
0.186,0.000
0.071,1.000
0.176,1.000
0.565,0.000
0.071,0.000
0.249,0.000
0.376,1.000
0.340,1.000
0.053,0.000
0.058,1.000
0.328,0.000
0.403,0.000
0.226,0.000
0.084,1.000
0.068,1.000
0.118,0.000
0.026,1.000
0.179,1.000
0.079,0.000
0.119,1.000
0.224,1.000
0.199,0.000
0.461,0.000
0.080,0.000
0.417,0.000
0.040,1.000
0.001,1.000
0.020,1.000
0.187,1.000
0.522,1.000
0.415,0.000
0.282,0.000
0.224,1.000
0.466,1.000
0.252,1.000
0.167,0.000
0.350,0.000
0.284,1.000
0.108,1.000
0.043,1.000
0.211,0.000
0.327,1.000
0.377,0.000
0.194,0.000
0.120,1.000
0.173,0.000
0.378,0.000
0.213,0.000
0.259,1.000
0.024,1.000
0.081,0.000
0.187,1.000
0.147,0.000
0.321,1.000
0.532,1.000
0.415,1.000
0.762,0.000
0.030,1.000
0.718,1.000
0.173,1.000
0.042,1.000
0.387,1.000
0.110,0.000
0.212,0.000
0.092,1.000
0.100,0.000
0.398,1.000
0.138,1.000
0.443,1.000
0.148,0.000
0.023,0.000
0.569,0.000
0.072,1.000
0.052,1.000
0.022,1.000
0.591,1.000
0.026,1.000
0.456,1.000
0.223,1.000
0.263,1.000
0.188,0.000
0.240,1.000
0.245,1.000
0.175,1.000
0.166,0.000
0.041,1.000
0.461,1.000
0.119,1.000
0.262,1.000
0.092,1.000
0.043,0.000
0.014,1.000
0.137,1.000
0.093,1.000
0.150,1.000
0.527,1.000
0.571,1.000
0.477,1.000
0.766,0.000
0.016,0.000
0.001,1.000
0.400,1.000
0.308,1.000
0.227,0.000
0.011,0.000
0.223,1.000
